injury_report,tweet,clean
0,"@LopezOnSports Personally, I'm a stabber, not a scooper.",LopezOnSports Personally I stabber scooper
0,"Even more moving parts for Red Sox: Kiké will get more time at 2B with Duran up, Arroyo working out at 1B.",Even moving parts Red Sox Kiké get time B Duran Arroyo working B
0,Back to la casa,Back la casa
0,Tingler feels “confident” that Snell will start tomorrow.,Tingler feels confident Snell start tomorrow
0,"Final: Lehigh Valley 5, RailRiders 4.  RailRiders won't be back in Moosic until Aug. 31.",Final Lehigh Valley RailRiders RailRiders back Moosic Aug
0,@kphillipscu 💪🏼,kphillipscu
0,Sadler runs one under the chin of Gurriel,Sadler runs one chin Gurriel
0,Derek Shelton said Max Kranick will be sent back to Indy after tonight. Just a spot start for now. Adds that doesn't mean he won't be back.,Derek Shelton said Max Kranick sent back Indy tonight Just spot start Adds mean back
0,Crushed 💪  https://t.co/H7FXbcPbAu,Crushed httpstcoHFXbcPbAu
0,Bob Bowlsby is in denial about the Big 12 I @DAonCBS  https://t.co/1PR7MeCrUm,Bob Bowlsby denial Big I DAonCBS httpstcoPRMeCrUm
0,"I asked Parra whether he would still be giving ling hugs to Stephen Strasburg. As I asked it, Strasburg was walking by.   “I hope not,” he said with a smile.",I asked Parra whether would still giving ling hugs Stephen Strasburg As I asked Strasburg walking I hope said smile
0,"On Baseball: #RedSox beat #Yankees again. But for Alex Cora, it’s not time to gloat as rivals deal with Covid outbreak:   https://t.co/rkk5Y8BurI",On Baseball RedSox beat Yankees But Alex Cora time gloat rivals deal Covid outbreak httpstcorkkYBurI
